tweet_id,favorite_count,retweet_count,source,retweeted_status,expanded_urls
690938899477221376,3902,1839,,Original tweet,https://t.co/HSL3mnP5NX
690932576555528194,3130,959,,Original tweet,https://t.co/FQZGSQIQLS
690735892932222976,3616,1206,,Original tweet,https://t.co/YrhkrTsoTt
690728923253055490,2081,490,,Original tweet,https://t.co/qOD4G19A2u
690690673629138944,2227,778,,Original tweet,https://t.co/yS7T4gxKod
690649993829576704,1244,260,,Original tweet,https://t.co/CneG2ZbxHP
690607260360429569,287,16,,Original tweet,t
690597161306841088,1862,575,,Original tweet,https://t.co/Nwi3SYe8KA
690400367696297985,1806,426,,Original tweet,https://t.co/PlEXTofdpf
690374419777196032,3107,802,,Original tweet,https://t.co/VpfFCKE28C
690360449368465409,2537,834,,Original tweet,https://t.co/B9ZXXKJYNx
690348396616552449,1428,486,,Original tweet,https://t.co/JjxriLqZOL
690248561355657216,1608,393,,Original tweet,https://t.co/IF5kKaO945
690021994562220032,2681,973,,Original tweet,https://t.co/TmlwQWnmRC
690015576308211712,2376,696,,Original tweet,https://t.co/03XlvS8izg
690005060500217858,3514,1601,,Original tweet,https://t.co/V8HcVIh4jt
689999384604450816,1352,348,,Original tweet,https://t.co/fgMaP2zDMt
689993469801164801,1397,426,,Original tweet,https://t.co/K4s9IJh2jm
689977555533848577,1309,427,,Original tweet,https://t.co/MXedEzSHIf
689905486972461056,2339,654,,Original tweet,https://t.co/IE4ZblyZRY
689877686181715968,2902,1103,,Original tweet,https://t.co/5iH08ltkoe
689835978131935233,2081,716,,Original tweet,https://t.co/MuqHPvtL8c
689661964914655233,3094,889,,Original tweet,https://t.co/VcxZQPNZaV
689659372465688576,9901,3641,,Original tweet,https://t.co/XtDkrsdEfF
689623661272240129,2124,610,,Original tweet,https://t.co/QnvSjjyh7n
689599056876867584,11146,5220,,Original tweet,https://t.co/TRAri5iHzd
689557536375177216,1966,431,,Original tweet,https://t.co/WFh2FEbYzj
689517482558820352,3248,1355,,Original tweet,https://t.co/Wk3XCnmDvm
689289219123089408,2151,882,,Original tweet,https://t.co/Rxrd4hPmp4
689283819090870273,3115,1044,,Original tweet,https://t.co/V62rIva61J
689280876073582592,1893,670,,Original tweet,https://t.co/JR7hLnlgeS
689275259254616065,1094,235,,Original tweet,https://t.co/K55XrIoePl
689255633275777024,2443,1024,,Original tweet,https://t.co/gOH51Y8Yh1
689154315265683456,2949,943,,Original tweet,https://t.co/o47yitCn9N
689143371370250240,1933,476,,Original tweet,https://t.co/40w7TI5Axv
688916208532455424,2593,817,,Original tweet,https://t.co/A8X8fwS78x
688908934925697024,2013,725,,Original tweet,https://t.co/WpSFZm7RPH
688898160958271489,2001,740,,Original tweet,https://t.co/MfEaMUFYTx
688894073864884227,2146,649,,Original tweet,https://t.co/ROPZcAMQKI
688828561667567616,1320,345,,Original tweet,https://t.co/dfCCK3tWfr
688804835492233216,918,180,,Original tweet,https://t.co/PMeq6IedU7
688789766343622656,2120,631,,Original tweet,https://t.co/2TWxg0rgyG
688547210804498433,2471,661,,Original tweet,https://t.co/7ycWCUrjmZ
688519176466644993,2222,695,,Original tweet,https://t.co/glmvQBRjv4
688385280030670848,8844,4233,,Original tweet,https://t.co/vz2DukO0th
688211956440801280,2150,785,,Original tweet,https://t.co/o4Nfc8WoAO
688179443353796608,2042,556,,Original tweet,https://t.co/mFhvtX36om
688116655151435777,2696,733,,Original tweet,https://t.co/YdLytdZOqv
688064179421470721,1654,340,,Original tweet,https://t.co/GS76SfkraY
687841446767013888,5205,2370,,Original tweet,https://t.co/nZhhMRr5Hp
687826841265172480,2622,1060,,Original tweet,https://t.co/17RGvOZO9P
687818504314159109,2379,904,,Original tweet,https://t.co/hK6xB042EP
687807801670897665,2275,681,,Original tweet,https://t.co/c98k1IoZKy
687732144991551489,1678,626,,Original tweet,https://t.co/kGRcRjRJRl
687704180304273409,2324,799,,Original tweet,https://t.co/UwOV1jqKRt
687664829264453632,1849,486,,Original tweet,https://t.co/IAt3jRZ5ez
687494652870668288,1817,547,,Original tweet,https://t.co/MHScqo5l8c
687480748861947905,1530,227,,Original tweet,https://t.co/X5w387K5jr
687476254459715584,1894,505,,Original tweet,https://t.co/1DzInODwrj
687460506001633280,1968,512,,Original tweet,https://t.co/jIcVW0xxmH
687399393394311168,1811,582,,Original tweet,https://t.co/nTAsyvbIiO
687317306314240000,19247,8691,,Original tweet,https://t.co/pRp1Npucbz
687312378585812992,4166,1797,,Original tweet,https://t.co/yzGR9xjE9Q
687127927494963200,5176,2138,,Original tweet,https://t.co/a34N7QwKbb
687124485711986689,2097,479,,Original tweet,https://t.co/03vR9dn7jy
687109925361856513,5555,2333,,Original tweet,https://t.co/LHcH1yhhIb
687102708889812993,2239,913,,Original tweet,https://t.co/A88x73TwMN
687096057537363968,2139,575,,Original tweet,https://t.co/D7jYj6vdwC
686947101016735744,8258,3022,,Original tweet,https://t.co/lJs10ZJsgj
686760001961103360,3363,1313,,Original tweet,https://t.co/KFTrkSOuu3
686749460672679938,3320,1371,,Original tweet,https://t.co/nSQrhwbk1V
686730991906516992,3945,1139,,Original tweet,https://t.co/Kc84eFNhYU
686683045143953408,2704,763,,Original tweet,https://t.co/pgD6h0yhgz
686618349602762752,3534,1288,,Original tweet,https://t.co/yJVTi1DjJc
686606069955735556,1804,514,,Original tweet,https://t.co/tB9xYjMyZd
686394059078897668,1662,654,,Original tweet,https://t.co/CufnbUT0pB
686386521809772549,3119,835,,Original tweet,https://t.co/J5aI7SjzDc
686377065986265092,2117,534,,Original tweet,https://t.co/oDkspjNWYX
686358356425093120,2080,623,,Original tweet,https://t.co/95JJevQOWW
686286779679375361,3844,1587,,Original tweet,https://t.co/xolcXA6gxe
686050296934563840,2124,692,,Original tweet,https://t.co/BUyX7isHRg
686035780142297088,1097,111,,Original tweet,g
686034024800862208,2943,1081,,Original tweet,https://t.co/oSvRDuMm1D
686007916130873345,2367,384,,Original tweet,https://t.co/heAGpKTpPW
686003207160610816,1746,586,,Original tweet,https://t.co/NOIiRWr5Jf
685973236358713344,2005,492,,Original tweet,https://t.co/xbUoULOIS8
685943807276412928,1550,556,,Original tweet,https://t.co/wbAcvFoNtn
685906723014619143,7142,2698,,Original tweet,https://t.co/NnLjg6BgyF
685681090388975616,1949,116,,Original tweet,️
685667379192414208,2251,532,,Original tweet,https://t.co/u427woxFpJ
685663452032069632,3078,1384,,Original tweet,https://t.co/AcVWe39nmM
685641971164143616,2780,726,,Original tweet,https://t.co/jJS8qQeuNO
685547936038666240,31437,14735,,Original tweet,https://t.co/3m6bNGXWnM
685532292383666176,2899,1091,,Original tweet,https://t.co/GboDG8WhJG
685325112850124800,9008,3744,,Original tweet,https://t.co/VGPH0TfESw
685321586178670592,2525,597,,Original tweet,https://t.co/MbgG95mUdu
685315239903100929,3142,985,,Original tweet,https://t.co/QIe7oxkSNo
685307451701334016,1984,415,,Original tweet,https://t.co/rwW7z1JAOF
685268753634967552,2957,1128,,Original tweet,https://t.co/vzCl35fKlZ
685198997565345792,2231,630,,Original tweet,https://t.co/530Yfbl5xo
685169283572338688,3932,1349,,Original tweet,https://t.co/UfGkB9Wrud
684969860808454144,2279,347,,Original tweet,u
684959798585110529,6486,2950,,Original tweet,https://t.co/85q7xlplsJ
684940049151070208,3059,986,,Original tweet,https://t.co/zNeLxJeAoL
684926975086034944,3339,443,,Original tweet,https://t.co/PEXHuvSVD4
684914660081053696,3349,1376,,Original tweet,https://t.co/AMDsllQs7a
684902183876321280,1782,499,,Original tweet,https://t.co/JVvIrUmTkR
684880619965411328,2001,762,,Original tweet,https://t.co/DnNweb5eTO
684830982659280897,33429,20523,,Original tweet,https://t.co/e3LPMAHj7p
684800227459624960,2599,947,,Original tweet,https://t.co/J3Ld4fRbSy
684594889858887680,8493,3305,,Original tweet,https://t.co/uhQNehTpIu
684588130326986752,3928,1338,,Original tweet,https://t.co/2sHwD7HztL
684567543613382656,2872,1142,,Original tweet,https://t.co/b8XW69gSaU
684538444857667585,2522,894,,Original tweet,https://t.co/IKoRK4yoxV
684481074559381504,3704,1113,,Original tweet,https://t.co/nBtDeZ4yAb
684460069371654144,1888,528,,Original tweet,https://t.co/bicyOV6lju
684241637099323392,7750,3090,,Original tweet,https://t.co/feiPiq7z94
684225744407494656,1186,196,,Original tweet,https://t.co/kRK51Y5ac3
684222868335505415,3655,1294,,Original tweet,https://t.co/1zfnTJLt55
684200372118904832,2051,986,,Original tweet,https://t.co/jkCb25OWfh
684195085588783105,1820,480,,Original tweet,https://t.co/cUxGtnBfc2
684188786104872960,3339,1098,,Original tweet,https://t.co/e0gbl9VFpA
684177701129875456,1927,625,,Original tweet,https://t.co/myUUwqJIs7
684147889187209216,2856,1440,,Original tweet,https://t.co/WYiFzuX7D4
684122891630342144,1910,444,,Original tweet,https://t.co/k32mSlRx0j
684097758874210310,3932,1352,,Original tweet,https://t.co/Fz6iZWlk8C
683857920510050305,3638,1061,,Original tweet,https://t.co/LoKVvc1xAW
683852578183077888,1860,330,,Original tweet,https://t.co/Yei0HzS3JN
683849932751646720,2488,898,,Original tweet,https://t.co/omln4LOy1x
683834909291606017,2510,1064,,Original tweet,https://t.co/O1E4AtHVxO
683828599284170753,2682,1002,,Original tweet,https://t.co/Eeh3yfdglS
683773439333797890,3196,1270,,Original tweet,https://t.co/qipZbshNsR
683742671509258241,6173,3135,,Original tweet,https://t.co/eoL1bCpWCg
683515932363329536,7001,2733,,Original tweet,https://t.co/XQ1tRUmO3z
683498322573824003,3024,920,,Original tweet,https://t.co/ObWcOEekt0
683481228088049664,2548,950,,Original tweet,https://t.co/H7NZFumpKq
683462770029932544,2315,643,,Original tweet,https://t.co/qFD8217fUT
683449695444799489,3688,1516,,Original tweet,https://t.co/1Z7Q6svWpe
683391852557561860,7297,2264,,Original tweet,https://t.co/YHXrdUTHd6
683357973142474752,2759,863,,Original tweet,https://t.co/g4G5tvfTVd
683142553609318400,2737,987,,Original tweet,https://t.co/hhIA3coiAJ
683111407806746624,3246,860,,Original tweet,https://t.co/h3X0jK8MVM
683098815881154561,2075,618,,Original tweet,https://t.co/UOPdXmUz4H
683078886620553216,1907,537,,Original tweet,https://t.co/ny8mnXhGOW
683030066213818368,2066,703,,Original tweet,https://t.co/h3ScYuz77J
682962037429899265,35024,15489,,Original tweet,https://t.co/7EsP8LmSp5
682808988178739200,1699,158,,Original tweet,e
682788441537560576,2370,1055,,Original tweet,https://t.co/ZSdEj59FGf
682750546109968385,1445,410,,Original tweet,https://t.co/85X1GHohFr
682697186228989953,1255,343,,Original tweet,https://t.co/Ny4iM6FDtz
682662431982772225,2913,1023,,Original tweet,https://t.co/WgQTIQ93BB
682638830361513985,1971,561,,Original tweet,https://t.co/viwWHZgX8j
682429480204398592,3283,1086,,Original tweet,https://t.co/5aFw7SWyxU
682406705142087680,7220,1658,,Original tweet,https://t.co/J9DXBFoAQe
682393905736888321,2139,626,,Original tweet,https://t.co/BA5AV5dx6Y
682389078323662849,1590,444,,Original tweet,https://t.co/vBeiQq6SaZ
682303737705140231,2923,922,,Original tweet,https://t.co/Nm8Spw4HbD
682259524040966145,3952,1123,,Original tweet,https://t.co/i5TeG0KYcW
682242692827447297,3079,1084,,Original tweet,https://t.co/f8dVgDYDFf
682088079302213632,17353,9276,,Original tweet,https://t.co/4Kn9GEHXiE
682059653698686977,4705,1585,,Original tweet,https://t.co/IriJlVZ6m4
682047327939461121,3048,883,,Original tweet,https://t.co/fZc7MixeeT
682032003584274432,6267,1878,,Original tweet,https://t.co/gPmJHmtgak
682003177596559360,2976,1426,,Original tweet,https://t.co/Hy9La4xNX3
681981167097122816,2674,977,,Original tweet,https://t.co/VwdIk0OwVx
681891461017812993,2359,775,,Original tweet,https://t.co/9KThv6z8u5
681694085539872773,12222,3833,,Original tweet,https://t.co/TONMhRoQh7
681679526984871937,1683,416,,Original tweet,https://t.co/3uCcDEJLXs
681654059175129088,2505,855,,Original tweet,https://t.co/oEXEKt3MHu
681610798867845120,1805,443,,Original tweet,https://t.co/C7M8mnzHIK
681579835668455424,3373,1226,,Original tweet,https://t.co/ojUBrDCHLT
681523177663676416,13600,5424,,Original tweet,https://t.co/GQn2IopLud
681340665377193984,1566,257,,Original tweet,e
681339448655802368,8863,3855,,Original tweet,https://t.co/V3SWuHACkh
681320187870711809,2520,699,,Original tweet,https://t.co/jTBPqKgkz7
681302363064414209,3746,1712,,Original tweet,https://t.co/YqbU9xHV3p
681297372102656000,3062,894,,Original tweet,https://t.co/Pp26dMQxap
681281657291280384,3076,1037,,Original tweet,https://t.co/KvVoBIgkje
681261549936340994,1388,251,,Original tweet,https://t.co/wL1iDvbcVk
681242418453299201,1417,494,,Original tweet,https://t.co/VGsziXImoy
681231109724700672,2300,460,,Original tweet,https://t.co/P16uhh1PbI
681193455364796417,3528,1392,,Original tweet,https://t.co/oBlgL9nxpx
680970795137544192,2294,614,,Original tweet,https://t.co/CXSJZ4Stk3
680959110691590145,4371,1881,,Original tweet,https://t.co/u4FYdIRKnY
680940246314430465,3037,977,,Original tweet,https://t.co/VQXdwJfkyS
680934982542561280,1991,409,,Original tweet,https://t.co/g2bTu4ayPl
680913438424612864,2297,583,,Original tweet,https://t.co/5NrpNDyFzN
680889648562991104,1678,346,,Original tweet,https://t.co/cH2H7mch2H
680836378243002368,3289,1251,,Original tweet,https://t.co/BF4BW8LUgb
680805554198020098,2050,631,,Original tweet,https://t.co/BYiXJDEzv7
680801747103793152,2262,771,,Original tweet,https://t.co/31npKUAox0
680798457301471234,2703,973,,Original tweet,https://t.co/w6fRfQ3RXD
680609293079592961,2498,653,,Original tweet,https://t.co/WvJRg0XJit
680583894916304897,3441,1249,,Original tweet,https://t.co/YNWU7LeFgg
680497766108381184,4025,1801,,Original tweet,https://t.co/QGM5Fcuv7s
680494726643068929,1634,459,,Original tweet,https://t.co/eNm2S6p9BD
680473011644985345,2418,709,,Original tweet,https://t.co/OdUFuZIXiI
680440374763077632,1381,472,,Original tweet,https://t.co/UKqIAnR3He
680221482581123072,1414,279,,Original tweet,https://t.co/ZJUypFFwvg
680206703334408192,2699,1099,,Original tweet,https://t.co/vHnu1g9EJm
680191257256136705,2051,471,,Original tweet,https://t.co/KXg0f8GNQ9
680176173301628928,3698,1457,,Original tweet,https://t.co/NhXo67K6yt
680161097740095489,2221,695,,Original tweet,https://t.co/72Dil0Aktw
680145970311643136,3435,1641,,Original tweet,https://t.co/N5pM6WBx7e
680130881361686529,2187,887,,Original tweet,https://t.co/w0dcGXq7qK
680115823365742593,2589,857,,Original tweet,https://t.co/Kt9vmw0Fap
680100725817409536,3429,1298,,Original tweet,https://t.co/lvMYbmKq8H
680085611152338944,12204,8499,,Original tweet,https://t.co/etzLo3sdZE
680070545539371008,2463,809,,Original tweet,https://t.co/Fh7geodBCU
679877062409191424,1881,606,,Original tweet,https://t.co/SDcQYg0HSZ
679872969355714560,2089,631,,Original tweet,https://t.co/xZXUKVXJ7l
679862121895714818,2343,579,,Original tweet,https://t.co/eRZRI8OTj7
679854723806179328,2724,1158,,Original tweet,https://t.co/RtxxACzZ8A
679844490799091713,2262,714,,Original tweet,https://t.co/MJqygWqt8X
679828447187857408,34416,13183,,Original tweet,https://t.co/hyAC5Hq9GC
679777920601223168,2955,1034,,Original tweet,https://t.co/PA0czwucsb
679736210798047232,1989,743,,Original tweet,https://t.co/iazoiNUviP
679729593985699840,2065,780,,Original tweet,https://t.co/DbUTDI3u1R
679722016581222400,1586,442,,Original tweet,https://t.co/NL5QJwdEpF
679530280114372609,4533,1960,,Original tweet,https://t.co/yavgkHYPOC
679527802031484928,2510,682,,Original tweet,https://t.co/DA5aqnSGfB
679511351870550016,3189,1185,,Original tweet,https://t.co/bwuV6FlRxr
679503373272485890,3004,1379,,Original tweet,https://t.co/jjW7zTxY9Z
679475951516934144,1992,604,,Original tweet,https://t.co/VITeF0Kl9L
679462823135686656,29890,17642,,Original tweet,https://t.co/M6vqkt2GKV
679405845277462528,2253,1124,,Original tweet,https://t.co/L8wt2IpwxO
679158373988876288,20147,7552,,Original tweet,https://t.co/NLOHmlENag
679148763231985668,2645,968,,Original tweet,https://t.co/eWjWgbOCYL
679132435750195208,2819,1083,,Original tweet,https://t.co/qoIvjKMY58
679111216690831360,5641,2430,,Original tweet,https://t.co/4R0Cc0sLVE
679062614270468097,16060,7545,,Original tweet,https://t.co/Xl37lQEWd0
679047485189439488,2129,616,,Original tweet,https://t.co/kTpr9PTMg1
679001094530465792,2698,1147,,Original tweet,https://t.co/Ajquq6oGSg
678969228704284672,1552,427,,Original tweet,https://t.co/etpBNXwN7f
678800283649069056,2432,846,,Original tweet,https://t.co/DpCSVsl6vu
678798276842360832,3262,1087,,Original tweet,https://t.co/blaY85FIxR
678774928607469569,2660,850,,Original tweet,https://t.co/Sp739Ou2qx
678767140346941444,3337,1271,,Original tweet,https://t.co/G6TQVgTcZz
678764513869611008,1538,437,,Original tweet,https://t.co/m6XoclB0qv
678755239630127104,6706,3057,,Original tweet,https://t.co/NqcOwG8pxW
678740035362037760,3538,1556,,Original tweet,https://t.co/p2T5kGebxe
678708137298427904,5301,2279,,Original tweet,https://t.co/sZy9Co74Bw
678675843183484930,2695,1368,,Original tweet,https://t.co/a8SqCaSo2r
678643457146150913,1943,377,,Original tweet,https://t.co/QBGwYrT7rv
678446151570427904,3786,1437,,Original tweet,https://t.co/AJWJHov5gx
678424312106393600,5163,2384,,Original tweet,https://t.co/rtMtjSl9pz
678410210315247616,3973,1683,,Original tweet,https://t.co/dIy88HwrX8
678399652199309312,75920,29765,,Original tweet,https://t.co/VRTbo3aAcm
678396796259975168,1502,391,,Original tweet,https://t.co/LmThv0GWen
678389028614488064,1758,392,,Original tweet,https://t.co/auOoKuoveM
678380236862578688,2296,845,,Original tweet,https://t.co/a0Zx5LDFZa
678341075375947776,1630,502,,Original tweet,https://t.co/cSp6w5GWgm
678334497360859136,1224,232,,Original tweet,https://t.co/GO76MdGBs0
678278586130948096,10806,5718,,Original tweet,https://t.co/JK8MByRzgj
678255464182861824,1503,345,,Original tweet,https://t.co/nZhmRwZzWv
678023323247357953,1799,352,,Original tweet,0
678021115718029313,12854,5880,,Original tweet,https://t.co/cbLroGCbmh
677961670166224897,3233,1583,,Original tweet,https://t.co/4JS92YAxTi
677918531514703872,1258,382,,Original tweet,https://t.co/lWL2IMJqLR
677895101218201600,4550,1934,,Original tweet,https://t.co/EJImi1udYb
677716515794329600,2873,914,,Original tweet,https://t.co/ZanVtAtvIq
677700003327029250,3206,1343,,Original tweet,https://t.co/zoDdPyPFsa
677698403548192770,1160,299,,Original tweet,https://t.co/fm7HxOsuPK
677687604918272002,2349,790,,Original tweet,https://t.co/gzkuVGRgAD
677673981332312066,3142,1398,,Original tweet,https://t.co/GFVIHIod0Z
677662372920729601,1839,885,,Original tweet,https://t.co/pvjdRn00XH
677644091929329666,1759,758,,Original tweet,https://t.co/Ozo9KHTRND
677573743309385728,2006,643,,Original tweet,https://t.co/Htu8plSqEu
677565715327688705,1230,428,,Original tweet,https://t.co/EX9oR55VMe
677557565589463040,2309,1074,,Original tweet,https://t.co/96IBkOYB7j
677547928504967168,6524,3433,,Original tweet,https://t.co/AGag0hFHpe
677530072887205888,1001,212,,Original tweet,https://t.co/DKe9DBnnHE
677335745548390400,2861,1627,,Original tweet,https://t.co/vSLtYBWHcQ
677334615166730240,1269,263,,Original tweet,https://t.co/KmMv3Y2zI8
677331501395156992,1026,217,,Original tweet,https://t.co/FS7eJQM2F4
677328882937298944,3448,1410,,Original tweet,https://t.co/KgcsGNb61s
677314812125323265,1556,494,,Original tweet,https://t.co/fgORpmTN9C
677301033169788928,1157,372,,Original tweet,https://t.co/IoLRvF0Kak
677269281705472000,1858,661,,Original tweet,https://t.co/ep8ATEJwRb
677228873407442944,3343,1525,,Original tweet,https://t.co/hGkMCjZzn4
677187300187611136,2571,846,,Original tweet,https://t.co/gzI0m6wXRo
676975532580409345,2611,991,,Original tweet,https://t.co/j1zczS0lI5
676957860086095872,2104,757,,Original tweet,https://t.co/ngTNXYQF0L
676949632774234114,1231,367,,Original tweet,https://t.co/HqM3YhCaaa
676948236477857792,2025,805,,Original tweet,https://t.co/Lo4ALwjVh4
676946864479084545,1632,341,,Original tweet,https://t.co/2mXALbgBTV
676942428000112642,1949,696,,Original tweet,https://t.co/PWMqAoEx2a
676936541936185344,12001,4616,,Original tweet,https://t.co/mqvaxleHRz
676916996760600576,2796,1695,,Original tweet,https://t.co/uPXBXS1XNb
676897532954456065,2118,680,,Original tweet,https://t.co/Avq4awulqk
676864501615042560,1970,653,,Original tweet,https://t.co/NJj2uP0atK
676821958043033607,21505,14398,,Original tweet,https://t.co/mvQaETHVSb
676819651066732545,1715,615,,Original tweet,https://t.co/1HrFdo7M0C
676776431406465024,4696,1889,,Original tweet,https://t.co/4rMZi5Ca1k
676617503762681856,2712,889,,Original tweet,https://t.co/mpQl2rJjDh
676613908052996102,1025,185,,Original tweet,https://t.co/vQ2Lw1BLBF
676606785097199616,1792,406,,Original tweet,https://t.co/N5QL4ySBEx
676603393314578432,1089,355,,Original tweet,https://t.co/g1tLGkyaxr
676593408224403456,4291,1996,,Original tweet,https://t.co/APvLqbEhkF
676590572941893632,865,115,,Original tweet,u
676588346097852417,2164,727,,Original tweet,https://t.co/Nrhvc5tLFT
676582956622721024,1112,254,,Original tweet,https://t.co/vZYtynZZlH
676575501977128964,2415,1038,,Original tweet,https://t.co/NsGyECJuq7
676533798876651520,1763,515,,Original tweet,https://t.co/bfw13CnuuZ
676496375194980353,1433,496,,Original tweet,https://t.co/eoBCjSFajX
676470639084101634,10928,4355,,Original tweet,https://t.co/tAmQYvzrau
676440007570247681,1613,616,,Original tweet,https://t.co/dB0H9hdZai
676430933382295552,1311,316,,Original tweet,https://t.co/3bim9U5Idr
676263575653122048,1965,504,,Original tweet,https://t.co/fTgbq1UBR9
676237365392908289,1132,259,,Original tweet,https://t.co/dOLQddhXLZ
676219687039057920,71860,28797,,Original tweet,https://t.co/uQt37xlYMJ
676215927814406144,1627,533,,Original tweet,https://t.co/tg8h9lzCHv
676191832485810177,2124,959,,Original tweet,https://t.co/gwryaJO4tC
676146341966438401,1805,618,,Original tweet,https://t.co/lmQRrNxaQu
676121918416756736,2033,1080,,Original tweet,https://t.co/ICNIjSkrXs
676101918813499392,2658,1089,,Original tweet,https://t.co/B3xxSLjQSH
676098748976615425,2797,1305,,Original tweet,https://t.co/REyE5YKVBb
676089483918516224,1230,406,,Original tweet,https://t.co/Cuz0Osnekp
675898130735476737,1512,526,,Original tweet,https://t.co/G0pQiFGM7O
675891555769696257,1990,789,,Original tweet,https://t.co/kiW6Knb7Gp
675888385639251968,2212,877,,Original tweet,https://t.co/06oZdehGEa
675878199931371520,3907,1303,,Original tweet,https://t.co/sfsVCGIipI
675870721063669760,1524,522,,Original tweet,https://t.co/QG708dDNH6
675853064436391936,2517,1188,,Original tweet,https://t.co/y93p6FLvVw
675849018447167488,887,131,,Original tweet,u
675845657354215424,2124,807,,Original tweet,https://t.co/40dj4eTsXG
675822767435051008,1424,498,,Original tweet,https://t.co/GK2HJtkdQk
675798442703122432,9619,3177,,Original tweet,https://t.co/whQKMygnK6
675781562965868544,1508,432,,Original tweet,https://t.co/DVAqAnb624
675740360753160193,1102,313,,Original tweet,https://t.co/AUJi8ujxw9
675710890956750848,1755,758,,Original tweet,https://t.co/JWi6YrpiO1
675707330206547968,1845,631,,Original tweet,https://t.co/ALJvbtcwf0
675706639471788032,607,87,,Original tweet,https://t.co/7E0AiJXPmI
675534494439489536,1726,377,,Original tweet,https://t.co/H7kpabTfLj
675531475945709568,1111,353,,Original tweet,https://t.co/c9jmg3Xtzn
675522403582218240,973,261,,Original tweet,https://t.co/rO2zxf0OQ0
675517828909424640,1206,431,,Original tweet,https://t.co/XDiQw4Akiw
675501075957489664,16076,5419,,Original tweet,https://t.co/WId5lxNdPH
675497103322386432,2925,1192,,Original tweet,https://t.co/h3AWz4AzuC
675489971617296384,1202,547,,Original tweet,https://t.co/MnTrKaQ8Wn
675483430902214656,1712,895,,Original tweet,https://t.co/C3tlKVq7eO
675432746517426176,1413,529,,Original tweet,https://t.co/wNkqAED6lG
675372240448454658,1576,481,,Original tweet,https://t.co/IyAXinfyju
675362609739206656,985,207,,Original tweet,https://t.co/cZlkvgRPdn
675354435921575936,30372,15463,,Original tweet,https://t.co/Bb3xnpsWBC
675349384339542016,3664,2100,,Original tweet,https://t.co/ZQZf2U4xCP
675334060156301312,2581,1191,,Original tweet,https://t.co/2d68FmWGGs
675166823650848770,3301,1446,,Original tweet,https://t.co/bijCeHeX4C
675153376133427200,5807,2368,,Original tweet,https://t.co/RDXCfk8hK0
675149409102012420,3465,1571,,Original tweet,https://t.co/p6O8X93bTQ
675147105808306176,874,212,,Original tweet,https://t.co/f50mbB4UWS
675146535592706048,1097,266,,Original tweet,https://t.co/Uz52oYnHzF
675145476954566656,1991,824,,Original tweet,https://t.co/YDgstgIDGs
675135153782571009,1213,432,,Original tweet,https://t.co/zf7Sxxjfp3
675113801096802304,1807,721,,Original tweet,https://t.co/2H5SKmk0k7
675111688094527488,891,224,,Original tweet,https://t.co/lFU9W31Fg9
675109292475830276,2602,1038,,Original tweet,https://t.co/WjcELNEqN2
675047298674663426,983,292,,Original tweet,https://t.co/diboDRUuEI
675015141583413248,2515,1091,,Original tweet,https://t.co/JAncIdNp8G
675006312288268288,906,207,,Original tweet,https://t.co/QMmAqA9VqO
675003128568291329,1446,429,,Original tweet,https://t.co/pCGDgLkLo6
674999807681908736,2077,1016,,Original tweet,https://t.co/i9CDd1oEu8
674805413498527744,797,330,,Original tweet,https://t.co/vqFkgYPCW8
674793399141146624,2319,1001,,Original tweet,https://t.co/HwroPYv8pY
674790488185167872,1024,228,,Original tweet,https://t.co/L1puJISV1a
674788554665512960,744,189,,Original tweet,https://t.co/P3ElQ2wsjb
674781762103414784,1862,1093,,Original tweet,https://t.co/ot8yMUGodj
674774481756377088,1023,432,,Original tweet,https://t.co/gxIFgg8ktm
674767892831932416,1688,718,,Original tweet,https://t.co/Bob33W4sfD
674764817387900928,727,211,,Original tweet,https://t.co/RBiQ8hPqwr
674754018082705410,1266,403,,Original tweet,https://t.co/9YmNcxA2Cc
674752233200820224,1358,423,,Original tweet,https://t.co/rLf7asnHxO
674743008475090944,1299,498,,Original tweet,https://t.co/VagYftZccT
674742531037511680,442,46,,Original tweet,u
674739953134403584,1011,349,,Original tweet,https://t.co/URNs5zFskc
674737130913071104,600,81,,Original tweet,https://t.co/KNfLnYPmYh
674690135443775488,1062,434,,Original tweet,https://t.co/Unz1uNrOzo
674670581682434048,1500,595,,Original tweet,https://t.co/NRNExUy9Hm
674664755118911488,846,219,,Original tweet,https://t.co/S8wCLemrNb
674646392044941312,1327,445,,Original tweet,https://t.co/YPfw7oahbD
674644256330530816,964,254,,Original tweet,https://t.co/m6aC8d1Kzp
674638615994089473,1563,538,,Original tweet,https://t.co/F33n1hy3LL
674632714662858753,1393,525,,Original tweet,https://t.co/EJzzNHE8bE
674606911342424069,866,90,,Original tweet,s
674468880899788800,5790,1866,,Original tweet,https://t.co/6d9WziPXmx
674447403907457024,985,327,,Original tweet,https://t.co/AyJ7Ohk71f
674436901579923456,1029,357,,Original tweet,https://t.co/CLEOjxhTEx
674422304705744896,1331,492,,Original tweet,https://t.co/BxTJAFSIgk
674416750885273600,638,125,,Original tweet,https://t.co/7qjXy1uUYY
674410619106390016,1118,421,,Original tweet,https://t.co/CZ0YaB40Hn
674394782723014656,1395,518,,Original tweet,https://t.co/cAlB4XCcsi
674372068062928900,793,291,,Original tweet,https://t.co/G4m0TFY9uc
674330906434379776,528,69,,Original tweet,7
